代碼,商品,新聞內容,日期
5284,jpp-KY,jpp-KY 首季純益年增近1.5倍,2023/5/11
6472,保瑞,美時/保瑞 4月營收倍增,2023/5/11
6728,上洋,禾聯碩/上洋/三洋電 創佳績,2023/5/11
2646,星宇航空,航空三雄 上月營收高飛,2023/5/11
1101,台泥,全球砂價飆 玻璃/水泥齊漲,2023/5/10
1536,和大,和大營收 寫最佳4月,2023/5/10
1609,大亞,轉投資助攻 大亞上季獲利增六倍,2023/5/10
1802,台玻,全球砂價飆 玻璃/水泥齊漲,2023/5/10
2317,鴻海,Google折疊機出擊 台鏈沾光,2023/5/10
2324,仁寶,Google折疊機出擊 台鏈沾光,2023/5/10
2368,金像電,高力/金像電/緯穎 里昂喊買,2023/5/10
2618,長榮航,長榮航獲利 寫最強Q1,2023/5/10
2727,王品,王品 Q1賺逾半個股本,2023/5/10
3034,聯詠,客戶庫存恢復正常 聯詠正面看Q2,2023/5/10
3376,新日興,Google折疊機出擊 台鏈沾光,2023/5/10
3661,世芯-KY,世芯-KY本季營收攻頂 毛利率回升,2023/5/10
5607,遠雄港,遠雄港 貨量將回溫,2023/5/10
6669,緯穎,高力/金像電/緯穎 里昂喊買,2023/5/10
8996,高力,高力/金像電/緯穎 里昂喊買,2023/5/10
2330,台積電,台積電代工價 傳不降反漲,2023/5/9
2352,佳世達,佳世達 今年營運逐季揚,2023/5/9
2408,南亞科,記憶體步出谷底 伺服器/PC應用見曙光,2023/5/9
2409,友達,面板價齊揚 雙虎安了,2023/5/9
2636,台驊投控,台驊投控毛利率回升 看好本季表現,2023/5/9
2707,晶華,晶華/瓦城 Q1獲利大躍進,2023/5/9
2729,瓦城,晶華/瓦城 Q1獲利大躍進,2023/5/9
3011,今皓,今皓將改選 大咖進駐,2023/5/9
3037,欣興,ABF載板三雄 匯豐升評,2023/5/9
3189,景碩,ABF載板三雄 匯豐升評,2023/5/9
3260,威剛,記憶體步出谷底 伺服器/PC應用見曙光,2023/5/9
3293,鈊象,鈊象衝刺海外業務 將推新品搶市,2023/5/9
3443,創意,陸自研AI晶片 台廠訂單暴衝,2023/5/9
3481,群創,面板價齊揚 雙虎安了,2023/5/9
3661,世芯-KY,陸自研AI晶片 台廠訂單暴衝,2023/5/9
6669,緯穎,緯穎Q1獲利靚 墨西哥廠增資擴產,2023/5/9
6756,威鋒電子,威鋒電子急單報到 業績補,2023/5/9
8046,南電,ABF載板三雄 匯豐升評,2023/5/9
8299,群聯,記憶體步出谷底 伺服器/PC應用見曙光,2023/5/9
8478,東哥遊艇,東哥遊艇上季每股賺7元 展望樂觀,2023/5/9
2303,聯電,經理人一般交易,2023/5/9
2303,聯電,經理人一般交易,2023/5/9
2303,聯電,經理人一般交易,2023/5/9
2303,聯電,經理人一般交易,2023/5/9
2303,聯電,經理人一般交易,2023/5/9
2303,聯電,經理人一般交易,2023/5/9
2459,敦吉,董事贈與,2023/5/9
2459,敦吉,關係人配偶贈與,2023/5/9
5876,上海商銀,經理人贈與,2023/5/9
5876,上海商銀,關係人配偶贈與,2023/5/9
1336,台翰,台翰 拚本季營運加溫,2023/5/8
1476,儒鴻,品牌拉貨 儒鴻/聚陽向好,2023/5/8
1477,聚陽,四檔消費股 大和按讚,2023/5/8
1477,聚陽,品牌拉貨 儒鴻/聚陽向好,2023/5/8
1605,華新,華新砸55億 進軍航太鏈,2023/5/8
1612,宏泰,宏泰 專注電線電纜,2023/5/8
1722,台肥,台肥賣地 賺進23億元,2023/5/8
2002,中鋼,中鋼虧損 大幅收斂,2023/5/8
2313,華通,蘋果PCB鏈 營運將升溫,2023/5/8
2317,鴻海,鴻海4月營收 寫同期次高,2023/5/8
2353,宏碁,PC產業吹響反攻號角 景氣將邁向復甦,2023/5/8
2357,華碩,PC產業吹響反攻號角 景氣將邁向復甦,2023/5/8
2409,友達,面板價勁揚 雙虎樂透,2023/5/8
2732,六角,六角 全年拚賺一股本,2023/5/8
2887,台新金,金控配息1205億 九年低點,2023/5/8
2912,統一超,四檔消費股 大和按讚,2023/5/8
3260,威剛,威剛跨足新領域 動能帶勁,2023/5/8
3376,新日興,三星新折疊機 傳7月亮相,2023/5/8
3443,創意,創意利多 兩外資力挺,2023/5/8
3481,群創,面板價勁揚 雙虎樂透,2023/5/8
3545,敦泰,敦泰改選 三大勢力進駐,2023/5/8
3548,兆利,三星新折疊機 傳7月亮相,2023/5/8
4958,臻鼎-KY,蘋果PCB鏈 營運將升溫,2023/5/8
4966,譜瑞-KY,譜瑞-KY 傳奪iPhone 15訂單,2023/5/8
6446,藥華藥,藥華藥進擊亞洲 報捷,2023/5/8
6510,精測,NVIDIA備戰中階電競新品 週邊IC封測略回溫,2023/5/8
6515,穎崴,NVIDIA備戰中階電競新品 週邊IC封測略回溫,2023/5/8
6584,南俊國際,南俊國際營運低谷已過 下半年業績喊衝,2023/5/8
6770,力積電,力晶投資 晶合集成登科創板,2023/5/8
8215,明基材,明基材：本季營運正向,2023/5/8
8454,富邦媒,四檔消費股 大和按讚,2023/5/8
8464,億豐,四檔消費股 大和按讚,2023/5/8
2476,鉅祥,經理人一般交易,2023/5/8
9939,宏全,經理人贈與,2023/5/8
9939,宏全,關係人配偶贈與,2023/5/8
1476,儒鴻,儒鴻 下季會更好,2023/5/5
2330,台積電,台積提前部署電動車鏈 搶食歐美日大單,2023/5/5
2352,佳世達,佳世達攜鐳洋 搶攻太空商機,2023/5/5
2353,宏碁,宏碁首季轉盈 衝刺新品,2023/5/5
2409,友達,科技兩大咖 唱旺景氣復甦,2023/5/5
2421,建準,散熱供應鏈 大摩叫好,2023/5/5
2454,聯發科,非蘋手機推新品 台廠利多,2023/5/5
2547,日勝生,日勝生危老都更 邁步,2023/5/5
2637,慧洋-KY,慧洋-KY 今年展望穩健樂觀,2023/5/5
3008,大立光,非蘋手機推新品 台廠利多,2023/5/5
3017,奇鋐,散熱供應鏈 大摩叫好,2023/5/5
3036,文曄,文曄估Q2將是底部 下半年逐季好轉,2023/5/5
3305,昇貿,蘋果導入環保材料 昇貿受惠,2023/5/5
3324,雙鴻,散熱供應鏈 大摩叫好,2023/5/5
4938,和碩,科技兩大咖 唱旺景氣復甦,2023/5/5
5222,全訊,全訊 4月營收跳增65%,2023/5/5
6531,愛普*,IoT庫存去化近尾聲 愛普*醞釀步入HPC市場,2023/5/5
8436,大江,大江帶勁 海外接單強強滾,2023/5/5
1717,長興,董事贈與,2023/5/5
1717,長興,關係人配偶贈與,2023/5/5
2634,漢翔,關係人配偶一般交易,2023/5/5
2801,彰銀,大股東一般交易,2023/5/5
3338,泰碩,關係人配偶一般交易,2023/5/5
4915,致伸,經理人一般交易,2023/5/5
6733,博晟生醫,關係人一般交易,2023/5/5
1319,東陽,東陽 打入特斯拉鏈,2023/5/4
1477,聚陽,聚陽 接單好轉,2023/5/4
2013,中鋼構,中鋼構 訂單看到Q4,2023/5/4
2395,研華,研華：庫存Q2修正完畢,2023/5/4
2548,華固,華固新建案挹注 Q1每股賺4.28元,2023/5/4
2912,統一超,統一超Q1獲利躍增三成 每股純益2.71元,2023/5/4
3023,信邦,信邦 營收連三月攀峰,2023/5/4
6469,大樹,藥局擴張 躍店面街道霸主,2023/5/4
6643,M31,M31 上季每股賺2.24元,2023/5/4
2207,和泰車,和泰車樂觀本月買氣 預估成長兩成,2023/5/3
2353,宏碁,大摩看多 PC景氣觸底反彈,2023/5/3
2357,華碩,大摩看多 PC景氣觸底反彈,2023/5/3
2382,廣達,大摩看多 PC景氣觸底反彈,2023/5/3
4722,國精化,國精化 拚打進台積電鏈,2023/5/3
4763,材料-KY,材料-KY Q2營收挑戰新高,2023/5/3
4958,臻鼎-KY,臻鼎-KY 下半年動能向上,2023/5/3
5222,全訊,超級軍工周報到 台鏈聚光,2023/5/3
6111,大宇資,大宇資插旗印度 遊戲業首例,2023/5/3
6121,新普,新普衝業績 強攻三大新事業,2023/5/3
6414,樺漢,樺漢接單旺 獲利喊衝,2023/5/3
8033,雷虎,超級軍工周報到 台鏈聚光,2023/5/3
6676,祥翊,祥翊 有望獲美三藥證,2023/5/3
1303,南亞,南亞營運展望 Q2逐季回升,2023/5/2
1476,儒鴻,儒鴻Q2營運增溫 聚陽持平,2023/5/2
1530,亞崴,工具機接單增溫 迎春燕,2023/5/2
1583,程泰,工具機接單增溫 迎春燕,2023/5/2
1605,華新,華新 衝刺四大事業,2023/5/2
2002,中鋼,中鋼/燁輝 看好大陸需求,2023/5/2
2023,燁輝,中鋼/燁輝 看好大陸需求,2023/5/2
2049,上銀,工具機接單增溫 迎春燕,2023/5/2
2308,台達電,台達電攻電動車 報捷,2023/5/2
2313,華通,iPhone15台鏈 法人按讚,2023/5/2
2317,鴻海,iPhone市占看升 台鏈定心丸,2023/5/2
2317,鴻海,鴻海 獲微軟伺服器訂單,2023/5/2
2327,國巨,被動元件攻車用 成長添利器,2023/5/2
2330,台積電,iPhone15台鏈 法人按讚,2023/5/2
2344,華邦電,華邦電迎急單 營運熱轉,2023/5/2
2356,英業達,大廠攻AI 有利伺服器供應鏈,2023/5/2
2382,廣達,大廠攻AI 有利伺服器供應鏈,2023/5/2
2409,友達,5月報價動能續強 面板營運喜翻揚,2023/5/2
2409,友達,面板雙虎車用爆發 相關營收衝千億,2023/5/2
2454,聯發科,聯發科：營收下半年改善,2023/5/2
2641,正德,正德新船報到 獲利季季高,2023/5/2
3037,欣興,ABF載板三雄 高盛喊買,2023/5/2
3189,景碩,ABF載板三雄 高盛喊買,2023/5/2
3231,緯創,大廠攻AI 有利伺服器供應鏈,2023/5/2
3481,群創,5月報價動能續強 面板營運喜翻揚,2023/5/2
3481,群創,面板雙虎車用爆發 相關營收衝千億,2023/5/2
3661,世芯-KY,晶心科/世芯-KY/祥碩 大摩喊優於大盤,2023/5/2
4526,東台,工具機接單增溫 迎春燕,2023/5/2
4938,和碩,iPhone市占看升 台鏈定心丸,2023/5/2
4958,臻鼎-KY,iPhone15台鏈 法人按讚,2023/5/2
5009,榮剛,榮剛接單暢旺 長線可期,2023/5/2
5269,祥碩,晶心科/世芯-KY/祥碩 大摩喊優於大盤,2023/5/2
5534,長虹,長虹 拿下價值350億都更案,2023/5/2
5607,遠雄港,遠雄港 三大引擎熱轉,2023/5/2
6412,群電,群電/達方/明基材 拚Q2回神,2023/5/2
6477,安集,安集獲利上衝 下半年出貨拚增兩倍,2023/5/2
6533,晶心科,晶心科/世芯-KY/祥碩 大摩喊優於大盤,2023/5/2
6589,台康生技,台康生技乳癌藥臨床 報捷,2023/5/2
6609,瀧澤科,工具機接單增溫 迎春燕,2023/5/2
6669,緯穎,大廠攻AI 有利伺服器供應鏈,2023/5/2
8033,雷虎,雷虎 攻無人機載具軍用雷達,2023/5/2
8046,南電,ABF載板三雄 高盛喊買,2023/5/2
8163,達方,群電/達方/明基材 拚Q2回神,2023/5/2
8215,明基材,群電/達方/明基材 拚Q2回神,2023/5/2
2644,中信造船,中信造船 獲國防部大單,2023/5/2
1605,華新,華新 5月部分盤價調漲,2023/4/28
2201,裕隆,裕隆 下半年營運看俏,2023/4/28
2330,台積電,台積電衝刺車用 亮出新武器,2023/4/28
2360,致茂,致茂 下半年更好,2023/4/28
2408,南亞科,顧能：記憶體明年恐缺貨,2023/4/28
2409,友達,三星擴大減產 帶旺記憶體,2023/4/28
2409,友達,友達獲大單 營運將逐季揚,2023/4/28
2454,聯發科,三星看好手機銷量 台鏈振奮,2023/4/28
2603,長榮,貨櫃長約價報喜 業界：低運價時代過去了,2023/4/28
2609,陽明,貨櫃長約價報喜 業界：低運價時代過去了,2023/4/28
2615,萬海,貨櫃長約價報喜 業界：低運價時代過去了,2023/4/28
3008,大立光,三星看好手機銷量 台鏈振奮,2023/4/28
3260,威剛,三星擴大減產 帶旺記憶體,2023/4/28
3260,威剛,顧能：記憶體明年恐缺貨,2023/4/28
3443,創意,創意首季EPS 6.97元 營運熱到下季,2023/4/28
6510,精測,精測營運 將逐季回溫,2023/4/28
6643,M31,M31新IP產品 獲台積電驗證,2023/4/28
8150,南茂,顧能：記憶體明年恐缺貨,2023/4/28
8271,宇瞻,顧能：記憶體明年恐缺貨,2023/4/28
8299,群聯,三星擴大減產 帶旺記憶體,2023/4/28
1590,亞德客-KY,亞德客-KY報喜 Q1每股賺8.11元,2023/4/27
2330,台積電,台積奪本田車用大單 效益估2025年顯現,2023/4/27
2408,南亞科,SK海力士暗示 DRAM谷底已過,2023/4/27
2409,友達,傳美光出招通知通路商 記憶體價格不會更低了,2023/4/27
2618,長榮航,長榮航：歐美航線天天旺,2023/4/27
3260,威剛,SK海力士暗示 DRAM谷底已過,2023/4/27
4916,事欣科,事欣科 博弈業務動能強,2023/4/27
6176,瑞儀,瑞儀強攻車載 長線獲利看好,2023/4/27
8299,群聯,傳美光出招通知通路商 記憶體價格不會更低了,2023/4/27
6696,仁新,仁新視力病變新藥 報佳音,2023/4/27
1711,永光,永光 下半年業務可望回溫,2023/4/26
2013,中鋼構,台積電擴產 中鋼構吃補,2023/4/26
2360,致茂,致茂 估下半年回溫,2023/4/26
2610,華航,航空雙雄 旺季提前報到,2023/4/26
2618,長榮航,航空雙雄 旺季提前報到,2023/4/26
3479,安勤,安勤 訂單能見度看到Q3,2023/4/26
3624,光頡,光頡 車用訂單大爆發,2023/4/26
5457,宣德,宣德大擴產 墨/馬廠動起來,2023/4/26
2002,中鋼,中鋼 本月利潤率有望走揚,2023/4/25
2317,鴻海,Google新品連發 供應鏈樂,2023/4/25
2324,仁寶,Google新品連發 供應鏈樂,2023/4/25
5371,中光電,台商首例 奧圖碼赴倫敦掛牌,2023/4/25
5904,寶雅,寶雅獲利 寫最強Q1,2023/4/25
6491,晶碩,晶碩成長動能 優於產業,2023/4/25
9933,中鼎,中鼎再生水商機 大補,2023/4/25
1104,環泥,環泥 業內外獲利衝鋒,2023/4/24
2352,佳世達,佳世達入股諾貝兒 取得28.5%股權,2023/4/24
2376,技嘉,技嘉衝伺服器 動能升溫,2023/4/24
2409,友達,友達Micro LED 開花結果,2023/4/24
2603,長榮,運價回穩 長榮/陽明後市不淡,2023/4/24
2609,陽明,運價回穩 長榮/陽明後市不淡,2023/4/24
3504,揚明光,蘋果MR台系鏈 GIS-KY/揚明光入列,2023/4/24
3576,聯合再生,太陽能供應鏈 前景亮,2023/4/24
6146,耕興,耕興 今年營收拚新高,2023/4/24
6166,凌華,凌華衝刺AI 營運添柴火,2023/4/24
6190,萬泰科,萬泰科回神 Q3看旺,2023/4/24
6231,系微,系微 伺服器業務升溫,2023/4/24
6244,茂迪,太陽能供應鏈 前景亮,2023/4/24
6288,聯嘉,聯嘉強攻車用 營收進補,2023/4/24
6443,元晶,太陽能供應鏈 前景亮,2023/4/24
6456,GIS-KY,蘋果MR台系鏈 GIS-KY/揚明光入列,2023/4/24
6477,安集,太陽能供應鏈 前景亮,2023/4/24
6591,動力-KY,動力-KY Q2有撐 業績樂觀,2023/4/24
8033,雷虎,雷虎衝業績 無人機業務拚倍增,2023/4/24
6844,諾貝兒,佳世達入股諾貝兒 取得28.5%股權,2023/4/24
2327,國巨,國巨報喜 全年喊賺四股本,2023/4/21
2330,台積電,優於預期 台積電Q1每股賺7.98元,2023/4/21
2327,國巨,國巨報喜 全年喊賺四股本,2023/4/21
2330,台積電,優於預期 台積電Q1每股賺7.98元,2023/4/21
1303,南亞,南亞 迎庫存回補訂單,2023/4/20
2201,裕隆,裕隆催油門 三引擎熱轉,2023/4/20
2727,王品,王品 上季EPS挑戰5元,2023/4/20
3675,德微,德微 本季獲利看增三成,2023/4/20
6691,洋基工程,洋基工程喊衝 在手訂單逾193億,2023/4/20
1103,嘉泥,嘉泥 今年拚盈,2023/4/19
2201,裕隆,裕隆/和泰車 瞄準充電站商機,2023/4/19
2207,和泰車,裕隆/和泰車 瞄準充電站商機,2023/4/19
2317,鴻海,美祭新規效應 鴻海迎電動車轉單商機,2023/4/19
2330,台積電,彭博：台積電前景 一片看好,2023/4/19
3224,三顧,再生醫療雙法 長聖/三顧/中天將受惠,2023/4/19
3665,貿聯-KY,美拉高電動車減稅門檻 乙盛-KY /貿聯-KY /致伸將進補,2023/4/19
3704,合勤控,合勤控 全年業績將穩定成長,2023/4/19
4128,中天,再生醫療雙法 長聖/三顧/中天將受惠,2023/4/19
4915,致伸,美拉高電動車減稅門檻 乙盛-KY /貿聯-KY /致伸將進補,2023/4/19
5243,乙盛-KY,美拉高電動車減稅門檻 乙盛-KY /貿聯-KY /致伸將進補,2023/4/19
5607,遠雄港,遠雄港 今年獲利躍進,2023/4/19
6160,欣技,欣技接單新興市場 報捷,2023/4/19
6712,長聖,再生醫療雙法 長聖/三顧/中天將受惠,2023/4/19
8069,元太,元太：今年營運季季高,2023/4/19
8938,明安,明安強攻車用 跨大步,2023/4/19
2454,聯發科,聯發科攻車用領域 報捷,2023/4/18
2472,立隆電,立隆電 車用接單爆發,2023/4/18
3078,僑威,僑威 全年業績看增,2023/4/18
3673,TPK-KY,TPK-KY報佳音 打入賓士供應鏈,2023/4/18
4760,勤凱,勤凱營運 逐步回溫,2023/4/18
6584,南俊國際,南俊國際獲大單 下半年喊衝,2023/4/18
1229,聯華,董事贈與,2023/4/18
1598,岱宇,關係人配偶贈與,2023/4/18
2429,銘旺科,董事轉讓私募股票,2023/4/18
2468,華經,董事一般交易,2023/4/18
2610,華航,經理人一般交易,2023/4/18
3189,景碩,經理人信託,2023/4/18
3189,景碩,經理人信託,2023/4/18
3189,景碩,經理人信託,2023/4/18
3189,景碩,董事信託,2023/4/18
3189,景碩,董事信託,2023/4/18
3189,景碩,經理人信託,2023/4/18
3189,景碩,董事信託,2023/4/18
3189,景碩,經理人信託,2023/4/18
5864,致和證,董事贈與,2023/4/18
6125,廣運,董事洽特定人,2023/4/18
8436,大江,董事鉅額逐筆交易,2023/4/18
1336,台翰,台翰客戶拉貨 營運樂觀,2023/4/17
1409,新纖,蘋果喊用再生材料 昇貿/力麗/新纖利多,2023/4/17
1444,力麗,蘋果喊用再生材料 昇貿/力麗/新纖利多,2023/4/17
2059,川湖,川湖 Q2估「績」增兩位數,2023/4/17
2106,建大,建大：輪胎業迎光明時刻,2023/4/17
2303,聯電,野村 力挺半導體八強,2023/4/17
2330,台積電,野村 力挺半導體八強,2023/4/17
2357,華碩,輝達頻推新品 帶旺華碩/技嘉,2023/4/17
2368,金像電,金像電/聯茂 Q3迎曙光,2023/4/17
2376,技嘉,輝達頻推新品 帶旺華碩/技嘉,2023/4/17
2458,義隆,義隆迎急單 Q2業績向上,2023/4/17
2603,長榮,長榮釋展望 Q3旺季可期,2023/4/17
2607,榮運,榮運業務穩健 展望看好,2023/4/17
3034,聯詠,野村 力挺半導體八強,2023/4/17
3105,穩懋,野村 力挺半導體八強,2023/4/17
3305,昇貿,蘋果喊用再生材料 昇貿/力麗/新纖利多,2023/4/17
3346,麗清,麗清業績旺 全年看增25%,2023/4/17
4137,麗豐-KY,醫美業重啟大陸布局 搶攻疫後商機,2023/4/17
4190,佐登-KY,醫美業重啟大陸布局 搶攻疫後商機,2023/4/17
4555,氣立,氣立 營運逐季增溫,2023/4/17
4966,譜瑞-KY,野村 力挺半導體八強,2023/4/17
5269,祥碩,野村 力挺半導體八強,2023/4/17
5274,信驊,野村 力挺半導體八強,2023/4/17
6125,廣運,廣運 半導體物流告捷,2023/4/17
6147,頎邦,野村 力挺半導體八強,2023/4/17
6213,聯茂,金像電/聯茂 Q3迎曙光,2023/4/17
6669,緯穎,緯穎 今年營收衝新高,2023/4/17
6703,軒郁,軒郁攻電商平台 奏捷,2023/4/17
8103,瀚荃,瀚荃 急單報到,2023/4/17
6564,安特羅,安特羅腸病毒疫苗 7月上市,2023/4/17
2308,台達電,台達電攻電動車 報捷,2023/4/14
2357,華碩,華碩推電競手機 出貨將增溫,2023/4/14
2409,友達,面板雙虎 同聲唱旺景氣,2023/4/14
3008,大立光,大立光 獨拿i15潛望式鏡頭,2023/4/14
3481,群創,面板雙虎 同聲唱旺景氣,2023/4/14
4433,興采,興采軍服訂單 出貨升溫,2023/4/14
1783,和康生,代表(董事)洽特定人,2023/4/14
2476,鉅祥,董事洽特定人,2023/4/14
2884,玉山金,關係人贈與,2023/4/14
3032,偉訓,關係人配偶一般交易,2023/4/14
3041,揚智,經理人一般交易,2023/4/14
4205,中華食,董事贈與,2023/4/14
4552,力達-KY,董事鉅額逐筆交易,2023/4/14
4555,氣立,關係人一般交易,2023/4/14
4555,氣立,大股東一般交易,2023/4/14
6446,藥華藥,經理人信託,2023/4/14
6446,藥華藥,董事信託,2023/4/14
6446,藥華藥,經理人信託,2023/4/14
6446,藥華藥,經理人信託,2023/4/14
6446,藥華藥,董事信託,2023/4/14
6446,藥華藥,董事信託,2023/4/14
8099,大世科,大股東一般交易,2023/4/14
8101,華冠,董事一般交易,2023/4/14
8436,大江,董事洽特定人,2023/4/14
2206,三陽工業,三陽工業上月業績創高 首季同步攀峰,2023/4/13
2317,鴻海,鴻海攻電動車 明年大爆發,2023/4/13
2324,仁寶,NB回春 仁寶/緯創受惠,2023/4/13
2412,中華電,電信三雄 Q1亮眼,2023/4/13
2457,飛宏,飛宏小金雞 強攻充電樁,2023/4/13
2610,華航,航空三雄 衝出佳績,2023/4/13
2618,長榮航,航空三雄 衝出佳績,2023/4/13
3006,晶豪科,晶豪科 下半年毛利率將成長,2023/4/13
3045,台灣大,電信三雄 Q1亮眼,2023/4/13
3231,緯創,NB回春 仁寶/緯創受惠,2023/4/13
